,Restaurant,Ranking,Reviews,Price,Range_price,Cousine_type,Address,Phone,Site,Area,Near,Url
1210,Pensavo Peggio,"4,5 ",523 recensioni,€€-€€€,,"Italiana, Mediterranea, Toscana, Italiana (centro)","Via del Moro 51r, Firenze Italia",+39 055 230 2987,,Centro storico di Firenze,"0,4 km da Centro Storico",https://www.tripadvisor.it/Restaurant_Review-g187895-d2392994-Reviews-Pensavo_Peggio-Florence_Tuscany.html
1211,Acquacotta,"4,5 ",1.239 recensioni,€€-€€€,,"Italiana, Mediterranea, Toscana, Italiana (centro)","Via dei Pilastri 51 R, 50121, Firenze Italia",+39 055 242907,,Santa Croce,"0,5 km da Piazza del Duomo",https://www.tripadvisor.it/Restaurant_Review-g187895-d1102455-Reviews-Acquacotta-Florence_Tuscany.html
1212,Essenziale,"4,5 ",343 recensioni,€€€€,,"Italiana, Mediterranea, Europea","Piazza di Cestello, 3R, 50124, Firenze Italia",+39 055 247 6956,,San Frediano,"0,6 km da Chiesa di Santa Maria Novella",https://www.tripadvisor.it/Restaurant_Review-g187895-d11550181-Reviews-Essenziale-Florence_Tuscany.html
1213,Lo SchiacciaVino,"4,5 ",782 recensioni,€,,"Italiana, Mediterranea, Wine Bar, Toscana, Italiana (centro)","Via Giuseppe Verdi 6 r, 50122, Firenze Italia",+39 055 226 0133,,Centro storico di Firenze,"0,4 km da Piazza del Duomo",https://www.tripadvisor.it/Restaurant_Review-g187895-d4830858-Reviews-Lo_SchiacciaVino-Florence_Tuscany.html
1214,Enoteca Alessi,"4,5 ",355 recensioni,€€-€€€,,"Italiana, Wine Bar, Toscana, Italiana (centro)","Via Dell'Oche 27, 50122, Firenze Italia",+39 055 214966,,Duomo,"0,2 km da Piazza del Duomo",https://www.tripadvisor.it/Restaurant_Review-g187895-d2067200-Reviews-Enoteca_Alessi-Florence_Tuscany.html
1215,Trattoria Boboli,"4,5 ",965 recensioni,€€-€€€,,"Italiana, Mediterranea, Europea, Toscana, Italiana (centro)","via romana 45 rosso, 50125, Firenze Italia",+39 055 233 6401,,Oltrarno,"0,4 km da Palazzo Pitti",https://www.tripadvisor.it/Restaurant_Review-g187895-d2150138-Reviews-Trattoria_Boboli-Florence_Tuscany.html
1216,Enoteca Fiorentina,"4,5 ",252 recensioni,€€-€€€,,"Italiana, Mediterranea, Contemporanea","Borgo Ognissanti 25 R, 50123, Firenze Italia",+39 055 388 0177,,Centro storico di Firenze,"0,3 km da Chiesa di Santa Maria Novella",https://www.tripadvisor.it/Restaurant_Review-g187895-d8042796-Reviews-Enoteca_Bruni-Florence_Tuscany.html
1217,Brac,"4,5 ",1.397 recensioni,€€-€€€,,"Italiana, Mediterranea","Via dei Vagellai 18/R, 50122, Firenze Italia",+39 055 094 4877,,Centro storico di Firenze,"0,2 km da Gallerie Degli Uffizi",https://www.tripadvisor.it/Restaurant_Review-g187895-d1946108-Reviews-Brac-Florence_Tuscany.html
1218,Piccolo Cesare Pizza & C.,"4,5 ",194 recensioni,€€-€€€,,"Pizza, Mediterranea, Napoletana, Campana, Italiana (sud)","Via Pierluigi da Palestrina 5/R, 50144, Firenze Italia",+39 055 363562,,Santa Maria Novella,"1,2 km da Chiesa di Santa Maria Novella",https://www.tripadvisor.it/Restaurant_Review-g187895-d12857970-Reviews-Piccolo_Cesare_Pizza_C-Florence_Tuscany.html
1219,Italian Tapas,"4,5 ",325 recensioni,€€-€€€,,"Italiana, Mediterranea, Europea, Toscana, Italiana (centro)","Via Sant’Agostino 11/R, 50125, Firenze Italia",+39 055 098 2738,,Oltrarno,"0,3 km da Palazzo Pitti",https://www.tripadvisor.it/Restaurant_Review-g187895-d11864565-Reviews-Italian_Tapas-Florence_Tuscany.html
1220,Il Caminetto Ristorante,"4,5 ",837 recensioni,€€-€€€,,"Italiana, Mediterranea, Europea, Toscana, Italiana (centro)","Via dello Studio 34/R Via dello Studio 34/r, 50100, Firenze Italia",+39 055 239 6274,,Duomo,"0,1 km da Piazza del Duomo",https://www.tripadvisor.it/Restaurant_Review-g187895-d696590-Reviews-Il_Caminetto_Ristorante-Florence_Tuscany.html
1221,Trattoria Toscana Gozzi Sergio,"4,5 ",1.211 recensioni,€€-€€€,,"Italiana, Mediterranea, Toscana, Italiana (centro)","Piazza San Lorenzo, 8r, Firenze Italia",+39 055 281941,,Centro storico di Firenze,"0,3 km da Duomo - Cattedrale di Santa Maria dei Fiore",https://www.tripadvisor.it/Restaurant_Review-g187895-d1102357-Reviews-Trattoria_Toscana_Gozzi_Sergio-Florence_Tuscany.html
1222,Mangiafuoco Bracerie,"4,5 ",1.682 recensioni,€€-€€€,,"Italiana, Barbecue, Grill, Toscana, Italiana (centro)","Via Guelfa, 24/R, 50129, Firenze Italia",+39 055 219201,,Centro storico di Firenze,"0,2 km da Galleria dell'Accademia di Firenze",https://www.tripadvisor.it/Restaurant_Review-g187895-d1534487-Reviews-Mangiafuoco_Bracerie-Florence_Tuscany.html
1223,50 Sfumature di Gusto,"4,5 ",644 recensioni,€€-€€€,,"Italiana, Mediterranea, Europea","Via Ghibellina, 51/R, 50122, Firenze Italia",+39 055 245956,,Santa Croce,"0,3 km da Basilica di Santa Croce",https://www.tripadvisor.it/Restaurant_Review-g187895-d8491763-Reviews-50_Sfumature_di_Gusto-Florence_Tuscany.html
1224,Trattoria San Lorenzo,"4,5 ",1.821 recensioni,€€-€€€,,"Italiana, Toscana","Via Borgo San Lorenzo 53/r Angolo Piazza San Lorenzo, 50123, Firenze Italia",+39 351 651 3922,,Centro storico di Firenze,"0,4 km da Piazza del Duomo",https://www.tripadvisor.it/Restaurant_Review-g187895-d2172748-Reviews-Trattoria_San_Lorenzo_Firenze-Florence_Tuscany.html
1225,Panini e Vini di Nante,"4,5 ",232 recensioni,€,,"Italiana, Bar, Mediterranea, Toscana, Italiana (centro)","Piazza Duomo 52r, 50129, Firenze Italia",+39 340 104 6668,,Duomo,"0,1 km da Piazza del Duomo",https://www.tripadvisor.it/Restaurant_Review-g187895-d4680356-Reviews-Panini_e_Vini_di_Nante-Florence_Tuscany.html
1226,Ristorante Dante e Beatrice,"4,5 ",300 recensioni,€€-€€€,,"Italiana, Mediterranea, Toscana, Italiana (centro)","Via Dell'Oche 15 30 metri da piazza del Duomo, angolo via Calzaiuoli, di fronte al negozio Bata, 50122, Firenze Italia",+39 055 238 1050,,Duomo,"0,2 km da Piazza del Duomo",https://www.tripadvisor.it/Restaurant_Review-g187895-d3179117-Reviews-Ristorante_Dante_e_Beatrice-Florence_Tuscany.html
1227,Hostaria del Bricco,"4,5 ",624 recensioni,€€-€€€,,"Italiana, Mediterranea, Toscana, Italiana (centro)","Via di San Niccolo' 8r, 50125, Firenze Italia",+39 055 234 5037,,Oltrarno,"0,2 km da Piazzale Michelangelo",https://www.tripadvisor.it/Restaurant_Review-g187895-d1233398-Reviews-Hostaria_del_Bricco-Florence_Tuscany.html
1228,Borgo 20,"5,0 ",61 recensioni,€,,"Italiana, Wine Bar, Toscana, Italiana (centro)","Borgo Degli Albizi 20r, 50122, Firenze Italia",+39 333 963 7984,,Duomo,"0,3 km da Piazza del Duomo",https://www.tripadvisor.it/Restaurant_Review-g187895-d17566171-Reviews-Borgo_20-Florence_Tuscany.html
1229,Cantinetta dei Verrazzano,"4,5 ",1.201 recensioni,€€-€€€,,"Italiana, Caffè, Mediterranea, Wine Bar, Toscana, Italiana (centro)","Via Dei Tavolini 18/R, 50122, Firenze Italia",+39 055 268590,,Duomo,"0,2 km da Palazzo Vecchio",https://www.tripadvisor.it/Restaurant_Review-g187895-d1088159-Reviews-Cantinetta_dei_Verrazzano-Florence_Tuscany.html
1230,Vinaino Fiorenza,"4,5 ",609 recensioni,€,,"Italiana, Fast food, Salutistica, Wine Bar, Toscana, Italiana (centro), Cibo di strada","Via Vacchereccia 13/R Piazza Signoria, 50122, Firenze Italia",+39 055 264482,,Centro storico di Firenze,"0,2 km da Gallerie Degli Uffizi",https://www.tripadvisor.it/Restaurant_Review-g187895-d8563895-Reviews-Vinaino_Fiorenza-Florence_Tuscany.html
1231,Guné San Frediano,"5,0 ",107 recensioni,€€€€,,"Italiana, Mediterranea, Toscana, Italiana (centro), Contemporanea","Via del Drago d'Oro 1r incrocio Via Borgo San Frediano, 50124, Firenze Italia",+39 055 493 9902,,San Frediano,"0,5 km da Piazza Santo Spirito",https://www.tripadvisor.it/Restaurant_Review-g187895-d16962526-Reviews-Gune_San_Frediano-Florence_Tuscany.html
1232,Osteria del Cinghiale Bianco,"4,5 ",3.222 recensioni,€€-€€€,,"Italiana, Toscana, Italiana (centro)","Borgo San Jacopo 43r, 50125, Firenze Italia",+39 055 215706,,Oltrarno,"0,4 km da Gallerie Degli Uffizi",https://www.tripadvisor.it/Restaurant_Review-g187895-d1058852-Reviews-Osteria_del_Cinghiale_Bianco-Florence_Tuscany.html
1233,RamenGirl by EnotecaLuca Firenze,"4,5 ",380 recensioni,€€-€€€,,"Italiana, Giapponese, Wine Bar, Zuppe","Viale Francesco Talenti 144, 50142, Firenze Italia",+39 055 512 0437,,,,https://www.tripadvisor.it/Restaurant_Review-g187895-d7742911-Reviews-RamenGirl_by_EnotecaLuca_Firenze-Florence_Tuscany.html
1234,Ristorante Persiano Tehran,"4,5 ",315 recensioni,€€-€€€,,Persiana,"Via dei Cerchi, 25/R, 50122, Firenze Italia",+39 055 094 5695,,Duomo,"0,2 km da Palazzo Vecchio",https://www.tripadvisor.it/Restaurant_Review-g187895-d11890777-Reviews-Ristorante_Persiano_Tehran-Florence_Tuscany.html
1235,Li x Li Firenze,"4,5 ",269 recensioni,€,,"Italiana, Fast food, Cibo di strada","Via 27 Aprile 42r angolo via san Zanobi, 50129, Firenze Italia",+39 393 808 3449,,Centro storico di Firenze,"0,4 km da Galleria dell'Accademia di Firenze",https://www.tripadvisor.it/Restaurant_Review-g187895-d4913342-Reviews-Li_x_Li_Firenze-Florence_Tuscany.html
1236,Coquinarius,"4,5 ",2.378 recensioni,€€-€€€,,Italiana,"Via Delle Oche 11r, 50122, Firenze Italia",+39 055 230 2153,,Duomo,"0,1 km da Piazza del Duomo",https://www.tripadvisor.it/Restaurant_Review-g187895-d1109158-Reviews-Coquinarius-Florence_Tuscany.html
1237,Borderline,"4,5 ",810 recensioni,€€-€€€,,"Pesce, Italiana, Barbecue, Toscana, Italiana (centro)","Corso Italia, 35, 50123, Firenze Italia",+39 055 288771,,Centro storico di Firenze,"1,0 km da Chiesa di Santa Maria Novella",https://www.tripadvisor.it/Restaurant_Review-g187895-d8854584-Reviews-Borderline-Florence_Tuscany.html
1238,Salsamenteria de' Ciompi,"4,5 ",353 recensioni,€€-€€€,,"Italiana, Mediterranea, Europea, Grill, Cibo di strada, Toscana, Italiana (centro)","Via Pietrapiana 27/R Angolo Piazza dei Ciompi, 50121, Firenze Italia",+39 055 241711,,Santa Croce,"0,6 km da Piazza del Duomo",https://www.tripadvisor.it/Restaurant_Review-g187895-d12079900-Reviews-Salsamenteria_de_Ciompi-Florence_Tuscany.html
1239,Osteria Dei Pazzi,"4,5 ",1.257 recensioni,€€-€€€,,"Italiana, Mediterranea, Toscana, Italiana (centro)","Via Dei Lavatoi, 3/R, 50122, Firenze Italia",+39 055 234 4880,,Centro storico di Firenze,"0,4 km da Piazza del Duomo",https://www.tripadvisor.it/Restaurant_Review-g187895-d1547057-Reviews-Osteria_Dei_Pazzi-Florence_Tuscany.html
1240,Ciro and Sons,"4,5 ",2.632 recensioni,€€-€€€,,"Pesce, Pizza, Mediterranea, Salutistica, Toscana","Via del Giglio 28R, 50123, Firenze Italia",+39 055 289694,,Centro storico di Firenze,"0,3 km da Museo dell'Opera del Duomo",https://www.tripadvisor.it/Restaurant_Review-g187895-d946107-Reviews-Ciro_and_Sons-Florence_Tuscany.html
1241,Trattoria Cesarino,"4,5 ",1.409 recensioni,€€-€€€,,"Italiana, Mediterranea, Salutistica, Toscana, Italiana (centro)","Via Giovan Battista Niccolini 16-r, Firenze Italia",+39 055 247 9169,,Centro storico di Firenze,"0,9 km da Piazza del Duomo",https://www.tripadvisor.it/Restaurant_Review-g187895-d2349422-Reviews-Trattoria_Cesarino-Florence_Tuscany.html
1242,San Michele all'arco,"4,5 ",419 recensioni,€€-€€€,,"Italiana, Mediterranea, Toscana, Italiana (centro)","Via dell'Oriuolo 1R, 50123, Firenze Italia",+39 055 245626,,Duomo,"0,3 km da Piazza del Duomo",https://www.tripadvisor.it/Restaurant_Review-g187895-d3438997-Reviews-San_Michele_all_arco-Florence_Tuscany.html
1243,Manzo,"4,5 ",295 recensioni,€€-€€€,,"Italiana, Steakhouse, Grill, Mediterranea, Barbecue, Toscana, Italiana (centro)","Via De' Ginori 24r, 50123, Firenze Italia",+39 055 294065,,Centro storico di Firenze,"0,4 km da Museo dell'Opera del Duomo",https://www.tripadvisor.it/Restaurant_Review-g187895-d14962975-Reviews-Manzo-Florence_Tuscany.html
1244,Settimo,"4,5 ",1.065 recensioni,€€-€€€,,"Mediterranea, Italiana, Pesce, Salutistica, Toscana, Italiana (centro)","Via Del Barco, 21, 50127, Firenze Italia",+39 055 433458,,,,https://www.tripadvisor.it/Restaurant_Review-g187895-d1102562-Reviews-Da_Settimo-Florence_Tuscany.html
1245,Pizzeria Bello Mio,"5,0 ",67 recensioni,€,,"Italiana, Pizza","Via Palazzuolo 112r, 50123, Firenze Italia",+39 335 211 708,,Centro storico di Firenze,"0,3 km da Chiesa di Santa Maria Novella",https://www.tripadvisor.it/Restaurant_Review-g187895-d15328379-Reviews-Pizzeria_Bello_Mio-Florence_Tuscany.html
1246,Ristorante La Maremma,"4,5 ",977 recensioni,€€-€€€,,"Italiana, Mediterranea, Zuppe, Toscana, Italiana (centro)","Via Giuseppe Verdi 16/R, 50122, Firenze Italia",+39 055 244615,,Centro storico di Firenze,"0,4 km da Piazza del Duomo",https://www.tripadvisor.it/Restaurant_Review-g187895-d1110724-Reviews-Ristorante_La_Maremma-Florence_Tuscany.html
1247,La Burrasca,"4,5 ",1.219 recensioni,€€-€€€,,"Italiana, Toscana, Italiana (centro)","Via Panicale 6/r Junto al Mercado de San Lorenzo., 50123, Firenze Italia",+39 055 215827,,Centro storico di Firenze,"0,5 km da Centro Storico",https://www.tripadvisor.it/Restaurant_Review-g187895-d1516512-Reviews-La_Burrasca-Florence_Tuscany.html
1248,Il Panino Santa Maria Novella,"4,5 ",146 recensioni,€,,"Italiana, Fast food","Via Degli Avelli 12/r, 50123, Firenze Italia",+39 335 701 5574,,Centro storico di Firenze,"0,4 km da Centro Storico",https://www.tripadvisor.it/Restaurant_Review-g187895-d10162607-Reviews-Il_Panino_Santa_Maria_Novella-Florence_Tuscany.html
1249,7 Secoli,"4,5 ",436 recensioni,€€-€€€,,"Pizza, Italiana, Steakhouse, Bar, Argentina","Via Ghibellina 140 R di fronte al Teatro Verdi, 50122, Firenze Italia",+39 055 709 3778,,Duomo,"0,3 km da Piazza del Duomo",https://www.tripadvisor.it/Restaurant_Review-g187895-d1989181-Reviews-7_Secoli_Argentino_Italiano-Florence_Tuscany.html
1250,Eby's,"4,5 ",324 recensioni,€,,"Messicana, Bar, Pub","Via Dell'Oriuolo 5 rosso, 50122, Firenze Italia",,,Duomo,"0,3 km da Piazza del Duomo",https://www.tripadvisor.it/Restaurant_Review-g187895-d801421-Reviews-Eby_s-Florence_Tuscany.html
1251,Osteria del Borgo,"5,0 ",85 recensioni,,,Italiana,"Borgo S. Lorenzo, 28 Rosso, 50123, Firenze Italia",+39 055 493 9980,,Centro storico di Firenze,"0,3 km da Piazza del Duomo",https://www.tripadvisor.it/Restaurant_Review-g187895-d20055241-Reviews-Osteria_Del_Borgo-Florence_Tuscany.html
1252,Red Garter Steakhouse,"4,5 ",368 recensioni,€€-€€€,,"Steakhouse, Bar, Pub, Americana","Via Dei Benci 35/R, 50122, Firenze Italia",+39 055 248 0909,,Centro storico di Firenze,"0,3 km da Palazzo Vecchio",https://www.tripadvisor.it/Restaurant_Review-g187895-d2069518-Reviews-Red_Garter_Steakhouse-Florence_Tuscany.html
1253,Ristorante Cucchietta,"4,5 ",447 recensioni,€€-€€€,,"Italiana, Mediterranea, Europea, Toscana, Italiana (centro)","Via Agnolo Firenzuola 15R, 50133, Firenze Italia",+39 055 578889,,"1,3 km da Museo di San Marco",Sito web,https://www.tripadvisor.it/Restaurant_Review-g187895-d1971736-Reviews-Ristorante_Cucchietta-Florence_Tuscany.html
1254,L'ortone,"4,5 ",747 recensioni,€€-€€€,,"Italiana, Mediterranea, Europea, Toscana, Italiana (centro)","Piazza Lorenzo Ghiberti 87/R, 50122, Firenze Italia",+39 055 234 0804,,Santa Croce,"0,8 km da Piazza del Duomo",https://www.tripadvisor.it/Restaurant_Review-g187895-d6787655-Reviews-L_ortone-Florence_Tuscany.html
1255,Hortus by Zibibbo,"4,5 ",844 recensioni,€€€€,,Pizza,"Via delle Seggiole 14r centro firenze unica sede, 50122, Firenze Italia",+39 055 246 6462,,Duomo,"0,2 km da Piazza del Duomo",https://www.tripadvisor.it/Restaurant_Review-g187895-d5979325-Reviews-Hortus_by_Zibibbo_2_0-Florence_Tuscany.html
1256,L'Angolo Del Mare,"4,5 ",471 recensioni,€€-€€€,,"Italiana, Pesce, Mediterranea, Europea","Viale Edmondo De Amicis 1/r, 50137, Firenze Italia",+39 055 626 6019,,,,https://www.tripadvisor.it/Restaurant_Review-g187895-d5267105-Reviews-L_angolo_Del_Mare-Florence_Tuscany.html
1257,BaccoMatto Firenze,"5,0 ",61 recensioni,€€-€€€,,"Italiana, Mediterranea, Wine Bar, Toscana, Italiana (centro)","Via Dei Neri 39 r, 50122, Firenze Italia",+39 055 527 2529,,Centro storico di Firenze,"0,2 km da Gallerie Degli Uffizi",https://www.tripadvisor.it/Restaurant_Review-g187895-d19510280-Reviews-BaccoMatto_Firenze-Florence_Tuscany.html
1258,Il Teatro,"4,5 ",1.342 recensioni,€€-€€€,,"Italiana, Pizza, Mediterranea, Toscana, Italiana (centro)","Via Ghibellina 128/130/R, 50122, Firenze Italia",+39 320 345 9981,,Centro storico di Firenze,"0,3 km da Piazza del Duomo",https://www.tripadvisor.it/Restaurant_Review-g187895-d1992509-Reviews-Il_Teatro-Florence_Tuscany.html
1259,Osteria delle Tre Panche,"4,5 ",603 recensioni,€€-€€€,,"Italiana, Toscana, Italiana (centro)","Via Antonio Pacinotti 32R, 50131, Firenze Italia",+39 055 583724,,"1,2 km da Museo di San Marco",Sito web,https://www.tripadvisor.it/Restaurant_Review-g187895-d1862277-Reviews-Osteria_delle_Tre_Panche-Florence_Tuscany.html
1260,Santa Elisabetta,"4,5 ",138 recensioni,€€€€,,"Italiana, Europea, Contemporanea","Piazza Santa Elisabetta,3 primo piano della Torre della Pagliazza - Hotel Brunelleschi, 50122, Firenze Italia",+39 055 273 7673,,Duomo,"0,2 km da Piazza del Duomo",https://www.tripadvisor.it/Restaurant_Review-g187895-d2335854-Reviews-Santa_Elisabetta-Florence_Tuscany.html
1261,LA COVA - Tapas Bar Spagnolo - Firenze,"4,5 ",223 recensioni,€€-€€€,,"Bar, Europea, Spagnola, Catalana, Mediterranea","Sdrucciolo dei Pitti 19R, 50125, Firenze Italia",+39 055 267 0076,,Oltrarno,"0,4 km da Ponte Vecchio",https://www.tripadvisor.it/Restaurant_Review-g187895-d11994496-Reviews-LA_COVA_Tapas_Bar_Spagnolo_Firenze-Florence_Tuscany.html
1262,Osteria Vecchio Vicolo,"4,5 ",2.151 recensioni,€€-€€€,,"Italiana, Mediterranea","Via Lambertesca 16r A due passi dagli Uffizi, Piazza della Signoria e Ponte Vecchio, 50122, Firenze Italia",+39 055 265 4512,,Centro storico di Firenze,"0,1 km da Gallerie Degli Uffizi",https://www.tripadvisor.it/Restaurant_Review-g187895-d4195138-Reviews-Osteria_Vecchio_Vicolo-Florence_Tuscany.html
1263,Trattoria da Giorgio,"4,5 ",2.349 recensioni,€,,"Italiana, Toscana, Italiana (centro)","Via Palazzuolo 100 r Vicino a Via dei Canacci, 50123, Firenze Italia",+39 055 284302,,Centro storico di Firenze,"0,3 km da Chiesa di Santa Maria Novella",https://www.tripadvisor.it/Restaurant_Review-g187895-d1171721-Reviews-Trattoria_Da_Giorgio-Florence_Tuscany.html
1264,La Cucina del Ghianda,"4,5 ",517 recensioni,€€-€€€,,"Pesce, Italiana, Mediterranea, Toscana, Italiana (centro)","Via dell’Agnolo, 85/91R, 50122, Firenze Italia",+39 055 386 0534,,Santa Croce,"0,5 km da Piazza del Duomo",https://www.tripadvisor.it/Restaurant_Review-g187895-d7018473-Reviews-La_Cucina_del_Ghianda-Florence_Tuscany.html
1265,Ristorante La Piccola Corte,"4,5 ",543 recensioni,€€-€€€,,,"Borgo Ognissanti, 124/R, 50123, Firenze Italia",+39 055 709 1235,,Centro storico di Firenze,"0,5 km da Chiesa di Santa Maria Novella",https://www.tripadvisor.it/Restaurant_Review-g187895-d3853526-Reviews-Ristorante_La_Piccola_Corte-Florence_Tuscany.html
1266,Ristorante Le Fonticine,"4,5 ",1.631 recensioni,€€-€€€,,"Italiana, Mediterranea, Toscana, Italiana (centro)","Via Nazionale, 79/R, 50123, Firenze Italia",+39 055 282106,,Centro storico di Firenze,"0,5 km da Centro Storico",https://www.tripadvisor.it/Restaurant_Review-g187895-d1034477-Reviews-Ristorante_Le_Fonticine-Florence_Tuscany.html
1267,Hostaria il Desco,"4,5 ",1.387 recensioni,€€-€€€,,"Steakhouse, Zuppe, Italiana, Mediterranea, Toscana, Italiana (centro)","Via delle Terme 23/R, 50123, Firenze Italia",+39 055 294882,,Centro storico di Firenze,"0,3 km da Gallerie Degli Uffizi",https://www.tripadvisor.it/Restaurant_Review-g187895-d2058155-Reviews-Hostaria_il_Desco-Florence_Tuscany.html
1268,"Irene Firenze - Hotel Savoy, a Rocco Forte Hotels","4,5 ",403 recensioni,€€€€,,"Italiana, Mediterranea, Europea, Toscana, Italiana (centro)","Piazza Della Repubblica 7, 50123, Firenze Italia",+39 055 273 5891,,Duomo,"0,2 km da Duomo - Cattedrale di Santa Maria dei Fiore",https://www.tripadvisor.it/Restaurant_Review-g187895-d7805932-Reviews-Irene_Firenze_Hotel_Savoy_a_Rocco_Forte_Hotels-Florence_Tuscany.html
